vendor_a,item_number_a,description_a,price_a_usd,vendor_b,item_number_b,description_b,price_b_usd,item_match_score,match_method
Metabo,316073150,Electronic cpl.                         ,34.75,Ronix,1206v,Electric Blower,,66.7,description
Metabo,316073170,Flange compl.                           ,19.96,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316073180,Drill driving sleeve compl.             ,22.46,Ronix,8014,Cordless Drill Driver,,62.5,description
Metabo,316073240,Carbon brush set                        ,1.01,Ronix,4555,Gasoline Brush Cutte,37.48,61.1,description
Metabo,316073360,Wheel rear cpl.                         ,3.47,Ronix,4010,Sheep Clipper,,57.1,description
Metabo,316073410,Brush holder Set cpl.                   ,2.99,Ronix,4553,Gasoline Brush Cutter,24.7,57.1,description
Metabo,316073420,Handle cpl.                             ,2.99,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,70.6,description
Metabo,316073450,Saw head lock comp.                     ,1.01,Ronix,4121,Jig Saw,18.36,60.0,description
Metabo,316073480,Rubber feet compl.                      ,1.5,Ronix,7108,"Electric Compact
Router 710W",104.97,56.5,description
Metabo,316073490,Base plate compl.                       ,27.47,Ronix,9010,"PLATE
COMPACTOR",183.94,62.5,description
Metabo,316073500,Cover cap cpl.                          ,0.44,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316073510,Carbon brush compl.                     ,3.47,Ronix,8663,"Brushless Cordless
Carwasher",31.02,55.3,description
Metabo,316073530,magnetic rail                           ,349.05,Ronix,8631,Tile Tiling Machine,54.38,56.2,description
Metabo,316073570,Protection plate compl.                 ,40.13,Ronix,9010,"PLATE
COMPACTOR",183.94,68.4,description
Metabo,316073760,electronic unit w.switch                ,17.99,Ronix,1105,Electric Heat Gun,97.23,63.4,description
Metabo,316073770,electronic unit w.switch                ,17.99,Ronix,1105,Electric Heat Gun,97.23,63.4,description
Metabo,316073800,Dust collector set                      ,2.51,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,87.5,description
Metabo,316073860,Handle compl.                           ,0.77,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316073920,working table                           ,27.47,Ronix,5601,"Dust-Collection Table
Saw
216 mm",64.08,55.6,description
Metabo,316073960,Handle compl.                           ,1.26,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316073970,Handle compl.                           ,1.26,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316074060,Shaft compl.                            ,5.97,Ronix,2420-2,vibrator shaft 1.5m,,58.8,description
Metabo,316074070,Shaft compl.                            ,5.97,Ronix,2420-2,vibrator shaft 1.5m,,58.8,description
Metabo,316074160,Pinion shaft compl.                     ,64.72,Ronix,2420-3,vibrator shaft 2m,48.23,55.6,description
Metabo,316074200,Brush holder compl.                     ,5.97,Ronix,8652,"Cordless Brushless
Polisher",92.04,60.9,description
Metabo,316074360,Gear Case Set                           ,9.97,Ronix,4090,Pet Cleaner,20.03,58.3,description
Metabo,316074500,Drill driving sleeve compl.             ,37.62,Ronix,8014,Cordless Drill Driver,,62.5,description
Metabo,316074510,exciter sleeve compl.                   ,2.99,Ronix,9010,"PLATE
COMPACTOR",183.94,55.6,description
Metabo,316074520,electronic unit w.switch                ,74.74,Ronix,1105,Electric Heat Gun,97.23,63.4,description
Metabo,316074550,Drill driving sleeve compl.             ,37.62,Ronix,8014,Cordless Drill Driver,,62.5,description
Metabo,316074570,exciter sleeve compl.                   ,3.47,Ronix,9010,"PLATE
COMPACTOR",183.94,55.6,description
Metabo,316074640,Brush holder module                     ,1.26,Ronix,4553,Gasoline Brush Cutter,24.7,60.0,description
Metabo,316074650,Carbon brush set                        ,0.77,Ronix,4555,Gasoline Brush Cutte,37.48,61.1,description
Metabo,316074680,Power Assy                              ,199.56,Ronix,9020,POWER TROWEL,361.95,66.7,description
Metabo,316074740,Lock plate compl.                       ,6.93,Ronix,9010,"PLATE
COMPACTOR",183.94,68.8,description
Metabo,316074800,Carry handle comp.                      ,4.46,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316074880,Impact mechanism compl. 1/2 inch        ,47.39,Ronix,8672,"Brushless cordless
impact wrench
350N.m 1/2 INCH",85.53,63.8,description
Metabo,316074890,Bevel gear and pinion                   ,9.97,Ronix,"3110 115mm Brazilian
plug",MiNi Angle Grinder,164.72,56.4,description
Metabo,316074900,carrier compl.                          ,8.97,Ronix,8574,Air compressor,,57.1,description
Metabo,316074920,Brush holder compl.                     ,1.98,Ronix,8652,"Cordless Brushless
Polisher",92.04,60.9,description
Metabo,316074980,Carbon brush w. brushholder Set 230 V   ,9.97,Ronix,8902,"Brushless Circular
Saw
20 V",67.74,59.4,description
Metabo,316074990,Carbon brush w. brushholder Set 120 V   ,15.95,Ronix,8902,"Brushless Circular
Saw
20 V",67.74,59.4,description
Metabo,316075020,spacer type 1 compl.                    ,1.01,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316075030,grip w. screw                           ,1.26,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,55.6,description
Metabo,316075040,cage w. screws                          ,19.96,Ronix,8600,Cordless Chain Saw,25.39,56.2,description
Metabo,316075050,electronic cpl.                         ,49.7,Ronix,1206v,Electric Blower,,66.7,description
Metabo,316075340,Hand protector cpl                      ,4.46,Ronix,4090,Pet Cleaner,20.03,55.2,description
Metabo,316075470,Saw head lock comp.                     ,0.44,Ronix,4121,Jig Saw,18.36,60.0,description
Metabo,316075560,Bevel gear                              ,8.01,Ronix,5003,"Dual Bevel Sliding
Miter Saw 1800W",55.15,66.7,description
Metabo,316075620,Saw head lock comp.                     ,0.44,Ronix,4121,Jig Saw,18.36,60.0,description
Metabo,316075960,Spindle compl.                          ,5.97,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316076100,Handle 2 part                           ,9.97,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316076120,Handle 2 part                           ,5.97,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316076130,Handle 2 part                           ,5.97,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316076150,Cover f. chain sprocket                 ,4.0,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,316076190,CHAIN TENSIONER cpl.                    ,4.0,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,316076230,Battery release bracket cpl.            ,4.0,Ronix,8990-40V,40V 2.0Ah Battery,130.36,58.3,description
Metabo,316076240,Motor unit compl.                       ,74.74,Ronix,9010,"PLATE
COMPACTOR",183.94,56.2,description
Metabo,316076470,Carry handle comp.                      ,8.01,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316076620,"Flange complete, left                   ",1.26,Ronix,4090,Pet Cleaner,20.03,56.2,description
Metabo,316076660,Screw set                               ,2.99,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,71.4,description
Metabo,316076670,Strand set compl.                       ,5.97,Ronix,5810,Miter Saw Stand,76.95,56.2,description
Metabo,316076810,Battery interface cpl.                  ,13.99,Ronix,8990-40V,40V 2.0Ah Battery,130.36,58.3,description
Metabo,316076860,Carry handle comp.                      ,4.0,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316076870,Carry handle comp.                      ,1.98,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316076880,Filter Cover compl.                     ,2.51,Ronix,9010,"PLATE
COMPACTOR",183.94,64.7,description
Metabo,316076920,Power Tool Socket with Screws compl.    ,2.99,Ronix,9020,POWER TROWEL,361.95,58.8,description
Metabo,316076930,Power Tool Socket w.Screws cpl. f. CH   ,4.97,Ronix,9020,POWER TROWEL,361.95,58.8,description
Metabo,316076940,Power Tool Socket w.Screws cpl. f. AUS  ,4.97,Ronix,9020,POWER TROWEL,361.95,58.8,description
Metabo,316076950,Power Tool Socket w.Screws cpl. f. TV38 ,3.47,Ronix,9020,POWER TROWEL,361.95,58.8,description
Metabo,316076960,Power Tool Socket w.Screws cpl. f. TV39 ,4.0,Ronix,9020,POWER TROWEL,361.95,58.8,description
Metabo,316077060,Cable compl.                            ,17.99,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,316077070,Cable compl.                            ,22.46,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,316077080,Cable compl.                            ,19.96,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,316077090,Cable compl.                            ,22.46,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,316077100,Cable compl.                            ,19.96,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,316077110,Cable harness AC                        ,5.97,Ronix,8611,Cordless Air Blower,19.73,57.1,description
Metabo,316077160,Battery lid with bolt cpl.              ,2.51,Ronix,8990-40V,40V 2.0Ah Battery,130.36,58.3,description
Metabo,316077250,Deflector cpl.                          ,1.26,Ronix,1206v,Electric Blower,,55.2,description
Metabo,316077340,Air intake compl.                       ,1.98,Ronix,8574,Air compressor,,58.1,description
Metabo,316077520,spacer type 2 compl.                    ,1.01,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316077680,Motor compl. with electronic            ,119.44,Ronix,7108,"Electric Compact
Router 710W",104.97,60.7,description
Metabo,316077890,"Flange complete, left                   ",2.99,Ronix,4090,Pet Cleaner,20.03,56.2,description
Metabo,316077910,"Flange complete, left                   ",4.46,Ronix,4090,Pet Cleaner,20.03,56.2,description
Metabo,316078010,Screw compl.                            ,1.01,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,58.8,description
Metabo,316078020,Flange compl.                           ,1.5,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316078110,"charger SC 36 V, EU                     ",13.99,Ronix,8993,"4 A fast charger
20 V",,65.0,description
Metabo,316078590,CHAIN TENSIONER cpl.                    ,1.01,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,316078670,LED compl.                              ,11.98,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,316078730,LED compl.                              ,11.98,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,316079010,Height Chain tensioner cpl.             ,2.51,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,316079030,drive chain tensioner cpl.              ,3.47,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,316079160,Thicknessing scale compl.               ,1.5,Ronix,5633,"Thickness Planer
machine 330 mm",,57.1,description
Metabo,316079180,Chain sprocket cpl.                     ,0.77,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,316079400,Base plate                              ,5.97,Ronix,9010,"PLATE
COMPACTOR",183.94,66.7,description
Metabo,316079450,Cable compl.                            ,4.0,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,316079460,Sealing set compl.                      ,1.01,Ronix,4090,Pet Cleaner,20.03,55.2,description
Metabo,316079480,battery box cpl.                        ,19.96,Ronix,8690,"20V 2.0Ah battery
pack",77.66,60.9,description
Metabo,316079490,nipple connector cpl.                   ,0.77,Ronix,9010,"PLATE
COMPACTOR",183.94,55.6,description
Metabo,316079500,Control valve compl.                    ,1.26,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316079740,Handle cpl.                             ,1.75,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,70.6,description
Metabo,316079760,Drill driving sleeve compl.             ,34.75,Ronix,8014,Cordless Drill Driver,,62.5,description
Metabo,316079790,CHAIN TENSIONER cpl.                    ,1.01,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,316079830,Chain sprocket cpl.                     ,0.77,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,316079840,Cover f. Chain sprocket compl.          ,1.98,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,316079860,Electronic cpl.                         ,22.46,Ronix,1206v,Electric Blower,,66.7,description
Metabo,316079920,"COVER, SAW BLADE HOUSING cpl.           ",13.99,Ronix,4121,Jig Saw,18.36,60.0,description
Metabo,316080120,display compl                           ,55.09,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316080130,battery connection compl.               ,4.97,Ronix,8990-40V,40V 2.0Ah Battery,130.36,58.3,description
Metabo,316080330,Footplate guide plate                   ,2.99,Ronix,9010,"PLATE
COMPACTOR",183.94,55.6,description
Metabo,316080370,electronic unit with handle cpl.        ,74.74,Ronix,6401,"Electric Sander
300 W",,60.4,description
Metabo,316080410,Spindle compl.                          ,4.97,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316080420,Spindle compl.                          ,4.46,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316080430,Spindle compl.                          ,4.97,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316080500,Spindle compl.                          ,4.46,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316080600,"charger,ASC290, 12-36V                  ",55.09,Ronix,8992v,Fast Charger 2.2A,,56.4,description
Metabo,316080720,"electronic unit, complete               ",3.47,Ronix,7108,"Electric Compact
Router 710W",104.97,64.2,description
Metabo,316080760,Brush holder module                     ,9.97,Ronix,4553,Gasoline Brush Cutter,24.7,60.0,description
Metabo,316080770,Flange compl.                           ,4.97,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316080780,Bevel gear and pinion                   ,1.98,Ronix,"3110 115mm Brazilian
plug",MiNi Angle Grinder,164.72,56.4,description
Metabo,316080820,Switch and electronic KS 18 LTX 66 BL   ,89.38,Ronix,2112Av,"Electric drill with
keyless
10 mm Keyless",25.7,62.9,description
Metabo,316080830,Switch and electronic KS 18 LTX 66 BL   ,84.76,Ronix,2112Av,"Electric drill with
keyless
10 mm Keyless",25.7,62.9,description
Metabo,316080880,Base plate compl.                       ,3.47,Ronix,9010,"PLATE
COMPACTOR",183.94,62.5,description
Metabo,316080950,COMPRESSOR pump cpl.                    ,225.0,Ronix,8574,Air compressor,,83.3,description
Metabo,316081050,electronic unit with switch             ,13.99,Ronix,1105,Electric Heat Gun,97.23,59.1,description
Metabo,316081140,Nameplate cpl.                          ,0.48,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316081220,Table top                               ,24.97,Ronix,5601,"Dust-Collection Table
Saw
216 mm",64.08,71.4,description
Metabo,316081240,Handle compl.                           ,2.51,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316081250,Handle compl                            ,0.77,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,66.7,description
Metabo,316081270,Electronic compl.                       ,110.19,Ronix,1206v,Electric Blower,,62.5,description
Metabo,316081280,Electronic compl.                       ,110.19,Ronix,1206v,Electric Blower,,62.5,description
Metabo,316081350,COMPRESSOR pump cpl.                    ,249.66,Ronix,8574,Air compressor,,83.3,description
Metabo,316081400,COMPRESSOR pump cpl.                    ,349.05,Ronix,8574,Air compressor,,83.3,description
Metabo,316081440,Screw set                               ,0.48,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,71.4,description
Metabo,316081490,Table compl.                            ,59.72,Ronix,5601,"Dust-Collection Table
Saw
216 mm",64.08,58.8,description
Metabo,316081590,Spindle compl.                          ,13.99,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316081600,Spindle compl.                          ,13.99,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316081610,Spindle compl.                          ,22.46,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316081690,Latch f. battery cpl.                   ,0.77,Ronix,8690,"20V 2.0Ah battery
pack",77.66,60.5,description
Metabo,316081730,electronic unit w.switch                ,15.95,Ronix,1105,Electric Heat Gun,97.23,63.4,description
Metabo,316081790,intermediate shaft compl.               ,17.99,Ronix,2420-3,vibrator shaft 2m,48.23,57.1,description
Metabo,316081840,battery box cpl.                        ,9.97,Ronix,8690,"20V 2.0Ah battery
pack",77.66,60.9,description
Metabo,316081900,Electronic unit w. swicth               ,15.95,Ronix,4400,Electric Lawn Mower,24.71,59.1,description
Metabo,316081960,electronic                              ,17.99,Ronix,6403v,Electric Sander,,64.0,description
Metabo,316082160,Electronic compl.                       ,119.44,Ronix,1206v,Electric Blower,,62.5,description
Metabo,316082180,Electronic compl.                       ,110.19,Ronix,1206v,Electric Blower,,62.5,description
Metabo,316082190,template follower compl.                ,0.77,Ronix,9010,"PLATE
COMPACTOR",183.94,61.5,description
Metabo,316082530,Sensor compl.                           ,13.99,Ronix,8574,Air compressor,,59.3,description
Metabo,316082550,FENCE SEGMENT cpl.                      ,4.97,Ronix,4090,Pet Cleaner,20.03,55.2,description
Metabo,316082630,Electronic cpl.                         ,80.14,Ronix,1206v,Electric Blower,,66.7,description
Metabo,316082640,Spindle shaft                           ,4.46,Ronix,2420-2,vibrator shaft 1.5m,,55.6,description
Metabo,316082660,Carry handle comp.                      ,3.47,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316082670,Carry handle comp.                      ,3.47,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316083260,LED compl.                              ,4.46,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,316088230,Carbon brush compl.                     ,0.77,Ronix,8663,"Brushless Cordless
Carwasher",31.02,55.3,description
Metabo,316088240,LED compl.                              ,2.51,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,316088260,Carry handle comp.                      ,1.98,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316088330,Tilting arm cpl.                        ,15.95,Ronix,8631,Tile Tiling Machine,54.38,57.1,description
Metabo,316088340,Handle compl.                           ,1.26,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316088440,Screw set                               ,1.01,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,71.4,description
Metabo,316088480,LED compl.                              ,2.51,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,316088500,Carry handle comp.                      ,3.47,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316088550,Tilting arm cpl.                        ,17.99,Ronix,8631,Tile Tiling Machine,54.38,57.1,description
Metabo,316092210,Carbon brush                            ,1.01,Ronix,4555,Gasoline Brush Cutte,37.48,62.5,description
Metabo,316092330,Carbon brush set                        ,1.75,Ronix,4555,Gasoline Brush Cutte,37.48,61.1,description
Metabo,316092350,Strand set compl.                       ,8.01,Ronix,5810,Miter Saw Stand,76.95,56.2,description
Metabo,316092550,Handle compl                            ,1.5,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,66.7,description
Metabo,316092730,Handle cpl.                             ,1.75,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,70.6,description
Metabo,316092780,Gear unit cpl.                          ,34.75,Ronix,4090,Pet Cleaner,20.03,56.0,description
Metabo,316092790,Handle compl.                           ,13.99,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316092970,Spindle compl.                          ,8.97,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316092980,Flange compl.                           ,22.46,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316093040,Electronic cpl.                         ,9.97,Ronix,1206v,Electric Blower,,66.7,description
Metabo,316093070,Screw set                               ,5.97,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,71.4,description
Metabo,316093080,Shaft compl.                            ,64.72,Ronix,2420-2,vibrator shaft 1.5m,,58.8,description
Metabo,316093200,Selector wheel compl.                   ,1.26,Ronix,9010,"PLATE
COMPACTOR",183.94,55.6,description
Metabo,316093280,Flange compl.                           ,42.39,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316093290,Spindle compl.                          ,129.44,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316093320,Carbon brush set                        ,3.47,Ronix,4555,Gasoline Brush Cutte,37.48,61.1,description
Metabo,316093330,impact switch compl                     ,1.98,Ronix,8303,"Cordless Impact
Screwdriver",20.64,60.9,description
Metabo,316093360,Bevel gear                              ,9.97,Ronix,5003,"Dual Bevel Sliding
Miter Saw 1800W",55.15,66.7,description
Metabo,316093380,Screw compl.                            ,4.97,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,58.8,description
Metabo,316093400,Base plate compl.                       ,1.5,Ronix,9010,"PLATE
COMPACTOR",183.94,62.5,description
Metabo,316093420,Base plate compl.                       ,4.46,Ronix,9010,"PLATE
COMPACTOR",183.94,62.5,description
Metabo,316093460,Screw compl.                            ,4.0,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,58.8,description
Metabo,316093540,Carbon brush                            ,4.97,Ronix,4555,Gasoline Brush Cutte,37.48,62.5,description
Metabo,316093560,Base plate                              ,5.97,Ronix,9010,"PLATE
COMPACTOR",183.94,66.7,description
Metabo,316093660,Screw compl.                            ,0.44,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,58.8,description
Metabo,316093680,Flange compl.                           ,22.46,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316093690,Carbon brush                            ,1.98,Ronix,4555,Gasoline Brush Cutte,37.48,62.5,description
Metabo,316093780,Gearbox complete                        ,110.19,Ronix,2290,"Elecrtric Metal
Gearbox Impact Drill
13mm Keyed",16.21,60.9,description
Metabo,316093840,Base plate compl.                       ,5.97,Ronix,9010,"PLATE
COMPACTOR",183.94,62.5,description
Metabo,316094010,Flange compl.                           ,13.99,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316094020,Flange compl.                           ,13.99,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316094030,Flange compl.                           ,13.99,Ronix,9010,"PLATE
COMPACTOR",183.94,57.1,description
Metabo,316094100,Table compl.                            ,49.7,Ronix,5601,"Dust-Collection Table
Saw
216 mm",64.08,58.8,description
Metabo,316094190,Bevel gear                              ,27.47,Ronix,5003,"Dual Bevel Sliding
Miter Saw 1800W",55.15,66.7,description
Metabo,316094200,Bevel gear                              ,29.89,Ronix,5003,"Dual Bevel Sliding
Miter Saw 1800W",55.15,66.7,description
Metabo,316094230,Angle compl.                            ,11.98,Ronix,8625,"Cordless Angle
Impact Wrench 20V",54.22,58.8,description
Metabo,316094240,Angle compl.                            ,17.99,Ronix,8625,"Cordless Angle
Impact Wrench 20V",54.22,58.8,description
Metabo,316094260,MOTOR SEAT COMPLETE                     ,5.97,Ronix,9010,"PLATE
COMPACTOR",183.94,58.8,description
Metabo,316094490,Carry handle comp.                      ,6.93,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316094560,Saw head lock comp.                     ,2.99,Ronix,4121,Jig Saw,18.36,60.0,description
Metabo,316094580,Depth control plate comp.               ,2.99,Ronix,9010,"PLATE
COMPACTOR",183.94,65.0,description
Metabo,316094660,Guard level comp.                       ,4.46,Ronix,9010,"PLATE
COMPACTOR",183.94,56.2,description
Metabo,316094670,Main switch comp.                       ,8.97,Ronix,8923-40V,Chain Saw 30cm,127.91,58.1,description
Metabo,316094700,Flange comp.                            ,4.97,Ronix,9010,"PLATE
COMPACTOR",183.94,59.3,description
Metabo,316094710,Extraction tube comp.                   ,5.97,Ronix,9010,"PLATE
COMPACTOR",183.94,61.1,description
Metabo,316094900,Protection plate compl.                 ,37.62,Ronix,9010,"PLATE
COMPACTOR",183.94,68.4,description
Metabo,316094950,Protection plate compl.                 ,37.62,Ronix,9010,"PLATE
COMPACTOR",183.94,68.4,description
Metabo,316095090,Pinion shaft compl.                     ,13.99,Ronix,2420-3,vibrator shaft 2m,48.23,55.6,description
Metabo,316095130,Carry handle comp.                      ,5.97,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316095150,Handle compl.                           ,5.97,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,63.2,description
Metabo,316095410,Handle cpl.                             ,8.01,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,70.6,description
Metabo,316095460,FITTING FLANGE  cpl.                    ,1.5,Ronix,5836,Cold Cutting Machine,24.57,61.5,description
Metabo,316095530,Saw head lock comp.                     ,11.98,Ronix,4121,Jig Saw,18.36,60.0,description
Metabo,316095540,Protection plate compl.                 ,4.97,Ronix,9010,"PLATE
COMPACTOR",183.94,68.4,description
Metabo,316095840,Screw set compl.                        ,8.01,Ronix,8590,Cordless screwdriver,,55.6,description
Metabo,316095960,BRUSH STRIP cpl.                        ,0.77,Ronix,4555,Gasoline Brush Cutte,37.48,55.6,description
Metabo,316096070,Lower Pulley                            ,15.95,Ronix,8611C,Cordless Blower,88.79,59.3,description
Metabo,316096080,Flange comp.                            ,11.98,Ronix,9010,"PLATE
COMPACTOR",183.94,59.3,description
Metabo,316096110,Carbon brusher set                      ,2.99,Ronix,4553,Gasoline Brush Cutter,24.7,61.5,description
Metabo,316096210,Electronic cpl.                         ,59.72,Ronix,1206v,Electric Blower,,66.7,description
Metabo,316096280,Carry handle comp.                      ,24.97,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316096320,Motor unit compl.                       ,149.49,Ronix,9010,"PLATE
COMPACTOR",183.94,56.2,description
Metabo,316096350,Screw set                               ,4.46,Ronix,8653,"Brushless Impact
Screw Driver
230Nm",67.87,71.4,description
Metabo,316096380,Spindle compl.                          ,44.7,Ronix,9010,"PLATE
COMPACTOR",183.94,55.2,description
Metabo,316096390,Electronic unit compl.                  ,129.44,Ronix,7108,"Electric Compact
Router 710W",104.97,64.0,description
Metabo,316096480,Carbon brush set                        ,1.5,Ronix,4555,Gasoline Brush Cutte,37.48,61.1,description
Metabo,316096500,Cutter block compl.                     ,27.47,Ronix,5620,Tile Cutter,44.13,70.6,description
Metabo,316096590,Planer table rear cpl.                  ,11.98,Ronix,8603,"Cordless Electric
Planer",71.14,56.5,description
Metabo,316096600,Strand set compl.                       ,0.44,Ronix,5810,Miter Saw Stand,76.95,56.2,description
Metabo,316096650,Receiver compl.                         ,5.97,Ronix,8590,Cordless screwdriver,,57.1,description
Metabo,316096660,transistor compl.                       ,5.97,Ronix,8574,Air compressor,,58.1,description
Metabo,316096720,Handle left cpl.                        ,9.97,Ronix,4090,Pet Cleaner,20.03,59.3,description
Metabo,316096820,Latch f. cover compl.                   ,2.51,Ronix,9010,"PLATE
COMPACTOR",183.94,61.1,description
Metabo,316096850,Housing f. battery compl.               ,4.0,Ronix,8990-40V,40V 2.0Ah Battery,130.36,58.3,description
Metabo,316097020,Base plate compl.                       ,5.97,Ronix,9010,"PLATE
COMPACTOR",183.94,62.5,description
Metabo,316097100,Gearbox                                 ,24.97,Ronix,2290,"Elecrtric Metal
Gearbox Impact Drill
13mm Keyed",16.21,100.0,description
Metabo,316097120,Carbon brush set                        ,4.97,Ronix,4555,Gasoline Brush Cutte,37.48,61.1,description
Metabo,316097140,Carry handle comp.                      ,9.97,Ronix,8628,Cordless Carwasher,41.27,55.6,description
Metabo,316097180,Angle compl.                            ,11.98,Ronix,8625,"Cordless Angle
Impact Wrench 20V",54.22,58.8,description
Metabo,316097220,LED compl.                              ,1.01,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,316097330,Air intake compl.                       ,4.0,Ronix,8574,Air compressor,,58.1,description
Metabo,316097370,Air intake compl.                       ,11.98,Ronix,8574,Air compressor,,58.1,description
