sage_ITEMNO,sage_description,sage_pt_cost,vendor,item_number,item_description,vendor_price_usd,match_score,match_step
60209,KIT PLUG TIRE REPAIR (TUBELESS) (5-PK)                      ,1.07,Metabo,143190830,Plug                                    ,6.935,100.0,step3_description
60307,GAUGE PRESSURE TRUCK TIRE TOOLS (10-150 PSI)                ,8.05,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
60309,GAUGE PRESSURE TIRE DIGITAL DUAL HEAD                       ,11.93,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
60311,GAUGE PRESSURE TRUCK TIRE DIGITAL                           ,13.16,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
60398,INFLATOR TIRE COMPACT 120V                                  ,37.57,Metabo,311013210,stator compl 120V                       ,42.39,65.1,step3_description
60399,INFLATOR TIRE 12 VOLT COMPACT                               ,10.86,Metabo,630212000,"Pleated filter for AS 18 L PC Compact,  ",11.518,56.7,step3_description
60401,INFLATOR TIRE RECHARGEABLE 12V                              ,34.13,Metabo,901031550,"Adaptor, TYRE INFLATOR GAUGE BALLHOHLNA ",4.785,55.1,step3_description
60402,INFLATOR TIRE WITH LED                                      ,19.47,Metabo,343083660,LED                                     ,11.985,100.0,step3_description
60503,TOOL TYRE VALVE                                             ,0.92,Metabo,344113950,Valve                                   ,2.51,100.0,step3_description
BC-14,"CUTTER BOLT TOOL 14""                                        ",10.02,Metabo,141163190,Bolt                                    ,0.44,100.0,step3_description
BC-18,"CUTTER BOLT TOOL 18""                                        ",9.15,Metabo,141163190,Bolt                                    ,0.44,100.0,step3_description
BC-24,"CUTTER BOLT TOOL 24""                                        ",14.6,Metabo,141163190,Bolt                                    ,0.44,100.0,step3_description
BC-30,"CUTTER BOLT TOOL 30""                                        ",19.85,Metabo,141163190,Bolt                                    ,0.44,100.0,step3_description
BC-36,"CUTTER BOLT TOOL 36""                                        ",22.49,Metabo,141163190,Bolt                                    ,0.44,100.0,step3_description
BC-8,"CUTTER BOLT TOOL 8""                                         ",3.17,Metabo,141163190,Bolt                                    ,0.44,100.0,step3_description
M1263,"SOCKET IMPACT 3/4 DR 1-7/8"" DEEP                            ",26.15,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M194,"WRENCH TORQUE MICRO (SCREWDRIVER) 1/4"" DR 3"" - 15"" LBS      ",56.41,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M197,"WRENCH TORQUE PRECISION PRO LOCK (3/8) 30-250"" /LBS TOOLS   ",45.69,Metabo,343451310,lock                                    ,0.44,100.0,step3_description
M198,WRENCH TORQUE PRECISION PRO LOCK (3/8) 10-100 FT./ LBS TOOLS,45.96,Metabo,343451310,lock                                    ,0.44,100.0,step3_description
M199,WRENCH TORQUE PRECISION PRO LOCK (1/2) 25-250 FT./ LBS TOOLS,62.98,Metabo,343451310,lock                                    ,0.44,100.0,step3_description
M200DB,WRENCH TORQUE CLICK  (1/2) 10-150 FT. /LBS TOOLS            ,20.26,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M201,"WRENCH TORQUE CLICK 1/4"" DR                                 ",18.22,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M202-P,"WRENCH TORQUE CLICK (3/8) 120 TO 960"". /LBS TOOLS           ",17.53,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M203,WRENCH TORQUE 3/4 DR 50-300ft LB                            ,83.36,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M204,WRENCH TORQUE 3/4 DR 100-600ft LB                           ,210.09,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M461,"COUPLER BRASS 1/4"" NPT FEMALE                               ",5.72,Metabo,141164170,quick coupler                           ,1.98,70.0,step3_description
M464,"COUPLER BRASS  HOSE 1/4""                                    ",4.65,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M465,"COUPLER BRASS  HOSE 3/8""                                    ",5.12,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M476,"MENDER HOSE BRASS 2PC 1/4"" (JOINER)                         ",1.65,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M477,"MENDER HOSE BRASS 2PC 3/8"" (JOINER)                         ",2.16,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M478,"KIT HOSE REPAIR 1/4"" ID (7PC)                               ",3.03,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M479,"KIT HOSE REPAIR 3/8"" ID (7PC)                               ",3.46,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M486,"VALVE BALL 1/4"" NPT (F) X (M)                               ",2.47,Metabo,143115330,Ball                                    ,0.44,100.0,step3_description
M504C,"COUPLER BRASS 1/4"" NPT MALE TOOL                            ",4.13,Metabo,141164170,quick coupler                           ,1.98,70.0,step3_description
M505C,"PLUG BRASS 1/4"" NPT MALE TOOL 2pc                           ",1.74,Metabo,143190830,Plug                                    ,6.935,100.0,step3_description
M516C,"CHUCK TIRE BRASS 1/4"" FEMALE                                ",1.92,Metabo,301003750,"Chuck cpl. 1/4""                         ",8.975,80.0,step3_description
M517,CHUCK DUAL HEAD TIRE TOOL                                   ,2.8,Metabo,301100190,Chuck key                               ,1.745,71.4,step3_description
M520,"AIR CHUCK NPT WITH CLIP 1/4""                                ",3.37,Metabo,301003750,"Chuck cpl. 1/4""                         ",8.975,80.0,step3_description
M521,INFLATOR/ GAUGE TIRE DIGITAL                                ,9.51,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
M523,KIT AIR ACCESSORY 22-PC                                     ,16.825,Metabo,1010015169,ACCESSORY SE                            ,13.99,85.7,step3_description
M524,KIT BLOW GUN 7Pc                                            ,5.04,Metabo,600798850,BP 18 LTX DC Cordless blow gun (Pick&Mix),60.0,66.7,step3_description
M525,INFLATOR DIGITAL TIRE                                       ,19.73,Metabo,901031550,"Adaptor, TYRE INFLATOR GAUGE BALLHOHLNA ",4.785,56.7,step3_description
M545,GUN ABRASIVE SPOT  BLASTER                                  ,14.04,Metabo,315416700,Base plate set                          ,17.99,61.5,step3_description
M549,PORTABLE ABRASIVE BLASTER                                   ,42.35,Metabo,339133410,Base table                              ,15.945,57.1,step3_description
M552DB,NIBBLER AIR                                                 ,26.37,Metabo,316011710,Nibbler head                            ,298.96,78.3,step3_description
M553C,PUNCHES FOR M552DB (2 PCS)                                  ,4.02,Metabo,630243000,Punches for NIV18 LTX BL 1.6            ,15.3075,59.5,step3_description
M554C,DIE REPLACEMENT AIR NIBBLER                                 ,7.77,Metabo,316011710,Nibbler head                            ,298.96,73.7,step3_description
M558DB,"WRENCH IMPACT 1/2"" DR AIR TOOL                              ",30.01,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M560DB,"RATCHET 3/8"" DR AIR                                         ",31.2,Metabo,601553000,"DRS 95-1/2"" Ratchet",90.0,68.4,step3_description
M563DB,TOOL CUTTER UTILITY                                         ,15.2,Metabo,316015300,Cutter block                            ,37.625,66.7,step3_description
M564DB,"KIT RATCHET 3/8"" DR AIR 14PC                                ",36.74,Metabo,604119500,DRS 68 SET Ratchet,100.0,60.9,step3_description
M566DB,"GRINDER HEAVY DUTY DIE 1/4""                                 ",13.98,Metabo,601052000,G 400 Die grinder,70.0,78.6,step3_description
M567DB,KIT DIE GRINDER MINI 14PC                                   ,16.45,Metabo,601052000,G 400 Die grinder,70.0,78.6,step3_description
M575,"BLADE CUTTING 3"" METAL W/W M563DB                           ",0.51,Metabo,341144790,Blade                                   ,2.99,100.0,step3_description
M579C,BLADE CUTTING METAL W/W M563DB 2PC                          ,1.49,Metabo,341144790,Blade                                   ,2.99,100.0,step3_description
M580C,BLADE CUTTING METAL W/W M563DB 4PC                          ,2.7,Metabo,341144790,Blade                                   ,2.99,100.0,step3_description
M582DB,GUN GREASE AIR                                              ,22.41,Metabo,601572000,DFP 400 air grease gun,75.0,100.0,step3_description
M584DB,GUN AIR CLEANING ENGINE                                     ,12.84,Metabo,341167130,Cleaning Cloth                          ,4.005,72.7,step3_description
M585DB,INFLATOR/ GAUGE TIRE HD                                     ,8.57,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
M586C,GUN AIR BLOW                                                ,2.98,Metabo,601579000,BP 10 Air blow gun,15.0,100.0,step3_description
M587C,"SOCKET FLIP 1/2"" DR 3/4 & 13/16                             ",4.83,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M589DB,"SET SOCKET IMPACT 3/8"" DR METRIC (8pc)                      ",7.64,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M591DB,"SOCKET IMPACT DW 1/2"" DR METRIC (11pc)                      ",22.29,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M593DB,"SET SOCKET IMPACT 1/2"" DR METRIC 10 PCS                     ",13.13,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M595DB,"SET SOCKET IMPACT DEEP 3/8"" DR METRIC (8pc)                 ",12.28,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M597DB,SHEARS AIR ATTACHMENT (BULK)                                ,32.68,Metabo,627621000,Pump attachment                         ,15.054,80.0,step3_description
M598DB,UNIT AIR CONTROL 3-IN-1                                     ,36.02,Metabo,339007480,control disc                            ,1.015,73.7,step3_description
M601P,"HOSE AIR RUBBER 25'X3/8""                                    ",12.03,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M602P,"HOSE RECOIL AIR  25FT. X 1/4""                               ",3.85,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M603P,"HOSE AIR RUBBER 50'X3/8""                                    ",25.95,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M611,KIT AIR ACCESSORY TOOL                                      ,12.12,Metabo,1010015169,ACCESSORY SE                            ,13.99,85.7,step3_description
M617,"HOSE AIR HYBRID  3/8"" x 50'                                 ",22.324,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M621,"WRENCH IMPACT 3/8"" DR AIR TOOL                              ",30.19,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M622,"WRENCH IMPACT 3/8"" DR HEAVY DUTY AIR TOOL                   ",49.91,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M625,"WRENCH IMPACT 1/2"" DR SUPER DUTY AIR TOOL                   ",61.07,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M627,"WRENCH IMPACT 3/4"" DR HEAVY DUTY AIR TOOL                   ",137.93,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M628,"HOSE AIR HYBRID  3/8"" x 25'                                 ",14.06,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M631,"WRENCH IMPACT 1/2"" X-TREME DUTY                             ",89.78,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M632,"WRENCH IMPACT 1/2"" AIR DR STUBBY                            ",74.11,Metabo,601549000,"DSSW 930-1/2"" Impact wrench",175.0,71.2,step3_description
M634,"WRENCH IMPACT 1"" DR  6"" ANVIL AIR TOOL                      ",226.96,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
M635,HOSE AIR REEL  (50 FT)                                      ,31.36,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M655,REEL HD AUTO REWIND HOSE  65 '                              ,90.43,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M658,"GRINDER ANGLE HD 4""                                         ",33.2,Metabo,315410320,Angle                                   ,4.465,100.0,step3_description
M662,SHEAR METAL HD                                              ,32.49,Metabo,316042310,shear head                              ,84.76,75.0,step3_description
M664,TOOL WINDSHIELD REMOVAL                                     ,91.44,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
M664-08,BLADE WINDSHIELD REMOVAL TOOL                               ,4.58,Metabo,341144790,Blade                                   ,2.99,100.0,step3_description
M672,"KIT AIR HOSE 50"" REEL W/3/8"" HOSE                           ",79.24,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
M686,"GUN AIR BLOW WITH 3"" EXTENSION                              ",4.82,Metabo,631360000,Extension                               ,11.206,100.0,step3_description
M687,"GUN BLOW ANGLED 4""                                          ",2.55,Metabo,600798850,BP 18 LTX DC Cordless blow gun (Pick&Mix),60.0,61.5,step3_description
M688,REGULATOR AIR LOCKING                                       ,8.65,Metabo,339126880,LOCKING                                 ,0.48,100.0,step3_description
M693,REGULATOR AIR W/GAUGE                                       ,6.7,Metabo,341161860,REGULATOR                               ,3.47,100.0,step3_description
M694,"REGULATOR AIR BRASS 1/4"" M  X 1/4"" F NPT                    ",2.69,Metabo,341161860,REGULATOR                               ,3.47,100.0,step3_description
M695,SEPARATOR OIL & WATER (AIR TANK DRYER)                      ,4.34,Metabo,341165320,Tank                                    ,84.76,100.0,step3_description
M7020B,HAMMER CLAW W/FIBERGLASS 16oz                               ,6.16,Metabo,315414980,Claw                                    ,1.015,100.0,step3_description
M7030B,HAMMER BALL PEIN W/FIBERGLASS HANDLES 12oz                  ,5.15,Metabo,143115330,Ball                                    ,0.44,100.0,step3_description
M7036B,HAMMER BALL PEIN W/FIBERGLASS HANDLES 32oz                  ,8.8,Metabo,143115330,Ball                                    ,0.44,100.0,step3_description
M7109,AXE WITH FIBERGLASS HANDLE (3.5lb)                          ,20.2,Metabo,314000550,Handle                                  ,1.98,100.0,step3_description
M7132,HAMMER RUBBER 32oz                                          ,5.04,Metabo,341164490,Hammer                                  ,11.985,100.0,step3_description
M740-24,"SOCKET IMPACT 3/4 DR 3/4""                                   ",7.79,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-26,"SOCKET IMPACT 3/4"" DR 13/16""                                ",8.39,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-27,"SOCKET IMPACT 3/4 DR 13/16"" SQ                              ",9.48,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-28,"SOCKET IMPACT 3/4"" DR 7/8""                                  ",7.82,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-30,"SOCKET IMPACT 3/4"" DR 15/16""                                ",8.76,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-32,"SOCKET IMPACT 3/4 DR 1""                                     ",8.05,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-34,"SOCKET IMPACT 3/4 DR 1-1/16""                                ",7.95,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-36,"SOCKET IMPACT 3/4 DR 1-1/8""                                 ",8.693,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-38,"SOCKET IMPACT 3/4 DR 1-3/16""                                ",9.24,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-40,"SOCKET IMPACT 3/4 DR 1-1/4""                                 ",9.77,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-42,"SOCKET IMPACT 3/4 DR 1-5/16""                                ",10.78,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-44,"SOCKET IMPACT 3/4 DR 1-3/8""                                 ",9.39,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-46,"SOCKET IMPACT 3/4 DR 1-7/16""                                ",10.46,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M740-48,"SOCKET IMPACT 3/4 DR 1-1/2""                                 ",11.72,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M742-32,"SOCKET IMPACT 3/4 DR 1"" DEEP                                ",16.41,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M742-34,"SOCKET IMPACT 3/4 DR 1-1/16"" DEEP                           ",16.98,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M742-36,"SOCKET IMPACT 3/4 DR 1-1/8"" DEEP                            ",16.48,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M742-40,"SOCKET IMPACT 3/4 DR 1-1/4"" DEEP                            ",17.4,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M742-42,"SOCKET IMPACT 3/4 DR 1-5/16"" DEEP                           ",17.964,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M742-44,"SOCKET IMPACT 3/4 DR 1-3/8"" DEEP                            ",19.36,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M742-46,"SOCKET IMPACT 3/4 DR 1-7/16"" DEEP                           ",20.45,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M742-48,"SOCKET IMPACT 3/4 DR 1-1/2"" DEEP                            ",21.25,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M743-33,SOCKET IMPACT 3/4 DR 33MM DEEP                              ,18.7084,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M745-10,"SOCKET IMPACT 1"" DR 13/16"" SQ                               ",15.74,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M745-22,"SOCKET IMPACT 1 DR 1-3/16"" 6PT                              ",16.42,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M745-40,"SOCKET IMPACT 1"" DR 1-3/4""""                                 ",17.8,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M745-44,"SOCKET IMPACT 1"" DR 1-7/8""                                  ",21.32,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M745-52,"SOCKET IMPACT 1"" DR 2-1/4""                                  ",30.18,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M747-20,"SOCKET IMPACT 1 IN. DR 1-1/4"" DEEP                          ",24.205,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M747-30,"SOCKET IMPACT 1 IN. DR 1-1/2"" DEEP                          ",24.635,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M747-38,"SOCKET IMPACT 1"" DR 1-3/4"" DEEP                             ",23.61,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M765,"ADAPTER  IMPACT 3/4"" - 1/2"" TOOLS                           ",7.98,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
M780,"ADAPTER  IMPACT 3/4"" x 1"" TOOLS                             ",10.29,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
M782,SOCKET BUDD SQUARE 3/4 DR 1 1/2 X 13/16 IN                  ,25.805,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M783,"SOCKET BUDD SQ 1"" DR 1-1/2"" X 13/16""                        ",26.91,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M785,"ADAPTER  IMPACT 1"" x 3/4"" TOOLS                             ",12.94,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
M786,"EXTENSION IMPACT 3/4"" DR 7""                                 ",13.28,Metabo,631360000,Extension                               ,11.206,100.0,step3_description
M787,"EXTENSION IMPACT 1"" DR 7""                                   ",18.95,Metabo,631360000,Extension                               ,11.206,100.0,step3_description
M795,ADAPTER IMPACT SET (8PC)                                    ,24.83,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
M797,"SET SOCKET IMPACT SAE 1/2"" DR 15-PC                         ",45.55,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M862,"SOCKET IMPACT DEEP 1/2"" DR 12MM (6PT)                       ",2.82,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M864,"SOCKET IMPACT DEEP 1/2"" DR 14MM (6PT)                       ",2.81,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M867,"SOCKET IMPACT 1/2"" Dr 17mm DW                               ",2.84,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M869,"SOCKET IMPACT DEEP 1/2"" DR 19MM (6PT)                       ",3.01,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M871,"SOCKET IMPACT DEEP 1/2"" DR 21MM (6PT)                       ",3.2,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M877,"SOCKET IMPACT DEEP 1/2"" DR 27MM (6PT)                       ",5.89,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M880,"SOCKET IMPACT DEEP 1/2"" DR 30MM (6PT)                       ",7.14,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M882,"SOCKET IMPACT DEEP 1/2"" DR 32MM (6PT)                       ",6.99,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
M962,"IMPACT ADAPTER 3/8"" F X 1/2"" M                              ",1.42,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
M963,"ADAPTER IMPACT 1/2"" F X 3/8"" M                              ",1.86,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
M964,"ADAPTER IMPACT 1/2"" - 3/4""                                  ",3.812,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
M967,"JOINT UNIVERSAL IMPACT 3/8"" DR                              ",5.34,Metabo,630244000,Universal brush                         ,9.2755,75.0,step3_description
M969,"EXTENSION IMPACT 1/2"" DR 3""                                 ",2.74,Metabo,631360000,Extension                               ,11.206,100.0,step3_description
M970,"ADAPTER IMPACT 1/2"" DR X 5""                                 ",3.38,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
M971,"EXTENSION IMPACT 1/2"" DR 10""                                ",5.08,Metabo,631360000,Extension                               ,11.206,100.0,step3_description
M972,"EXTENSION IMPACT 3/8"" DR X 3""                               ",2.08,Metabo,631360000,Extension                               ,11.206,100.0,step3_description
M973,"EXTENSION IMPACT 3/8"" DR X 6""                               ",2.56,Metabo,631360000,Extension                               ,11.206,100.0,step3_description
M981,"SOCKET LUG NUT REMOVER 3/4""                                 ",3.57,Metabo,341102110,Nut                                     ,0.765,100.0,step3_description
M982,"SOCKET LUG NUT REMOVER 13/16""                               ",3.74,Metabo,341102110,Nut                                     ,0.765,100.0,step3_description
MV1,JAWS VISE GRIP SOFT                                         ,9.27,Metabo,316004850,Jaws                                    ,6.935,100.0,step3_description
MV8,"VISE MACHINIST 8""                                           ",106.55,Metabo,612001000,Machine vice                            ,77.779,69.0,step3_description
OK312,KIT RING O' METRIC SIZES (W5203)                            ,9.712,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
PT1116,BRUSH CLEANING PARTS (1116)                                 ,1.63,Metabo,343001270,Brush                                   ,1.745,100.0,step3_description
PT1117,BRUSHES ACID 12PC (1117)                                    ,1.63,Metabo,624495000,10 Sanding sheets P 120                 ,3.77,55.3,step3_description
PT1120,BRUSHES ARTIST SET 10PC (1120)                              ,1.63,Metabo,343011550,Set carbon brushes 230 V                ,11.985,66.7,step3_description
PT1121,BRUSH WIRE SET (3PC) (1121)                                 ,1.63,Metabo,316035030,Brush set                               ,3.47,100.0,step3_description
PT1145,TIRE PRESSURE GAUGE DIAL TYPE (1145)                        ,1.63,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
PT1405,WRENCH SET COMBO SAE  5 PC                                  ,3.45,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
PT1406,WRENCH SET COMBO MM  5 PC                                   ,3.45,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
PT1408,"EXTENSION SET 3/8"" DR (3PC) (1408)                          ",3.45,Metabo,631360000,Extension                               ,11.206,100.0,step3_description
PT1419,SET SCREWDRIVER 6PC                                         ,3.45,Metabo,316064340,Screwdriver set                         ,11.985,100.0,step3_description
PT1421,SET SCREWDRIVER ELC PRECISION 6-PC                          ,3.45,Metabo,316064340,Screwdriver set                         ,11.985,100.0,step3_description
PT1422,SET SCREWDRIVER PRECISION  16-PC                            ,3.45,Metabo,316064340,Screwdriver set                         ,11.985,100.0,step3_description
PT1435,SET PLIERS SNAP RING 5 PC.                                  ,3.45,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
PT1446,"SET FILE 6PC 6 ""                                            ",3.45,Metabo,602244500,BFE 9-20 Band file SET,455.0,66.7,step3_description
PT1449,"BRUSH SET 9"" PLASTIC (3PC) (1449)                           ",3.45,Metabo,316035030,Brush set                               ,3.47,100.0,step3_description
PT1450,BRUSH WIRE WOOD HANDLE 2 PC                                 ,3.45,Metabo,314000550,Handle                                  ,1.98,100.0,step3_description
PT1462,SET ROTARY WIRE  BRUSH  3 PC                                ,3.45,Metabo,316035030,Brush set                               ,3.47,100.0,step3_description
PT1463,SET WHEEL WIRE                                              ,3.45,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
PT1473,GLOVES LATEX COATED                                         ,3.38,Metabo,341055470,Coated shaft                            ,5.975,66.7,step3_description
PT1475,TAPE CAUTION 300 FT.                                        ,3.89,Metabo,144232110,outer carton gift box                   ,1.98,58.5,step3_description
PT1480,KIT REPAIR TIRE                                             ,3.45,Metabo,1010698681,WIRE LEVER  ET                          ,5.975,57.1,step3_description
PT1483,SET  ELECTRICAL CRIMPER  60-PC                              ,3.45,Metabo,343090660,electrical connection inlet cpl.        ,1.015,60.0,step3_description
PT1485,IRON SOLDERING                                              ,3.38,Metabo,341167520,Holder front                            ,4.005,69.2,step3_description
PT1498,KNIFE UTILITY SET (12PC) (1498)                             ,3.45,Metabo,316026410,KNIFE COMPL.                            ,27.47,58.8,step3_description
PT1502,SET BRUSH  5 PC                                             ,3.45,Metabo,316035030,Brush set                               ,3.47,100.0,step3_description
PT1515,TRUNK ORGANIZER 2-IN-1                                      ,3.11,Metabo,626897000,metaBOX 118 Organizer                   ,38.922,60.5,step3_description
PT1518,GUN TAPE  WITH PACKING TAPE                                 ,3.45,Metabo,144139910,Packing                                 ,6.935,100.0,step3_description
PT1523,DRILL ADAPTER & BIT SET (16pc)                              ,3.45,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
PT1965,SET BRUSH DETAILED 3PC                                      ,4.71,Metabo,316035030,Brush set                               ,3.47,100.0,step3_description
PT1979,"RUBBER STRAPS 15"" & 31"" (6PK)                               ",6.18,Metabo,343430090,Rubber cap                              ,0.765,75.0,step3_description
PT1980,SET HOOK & PICK (8PC)                                       ,6.24,Metabo,316052120,Hook                                    ,1.26,100.0,step3_description
PT1985,SAFETY VEST HIGH VISIBILITY (XL) (1985)                     ,6.24,Metabo,341146380,Safety band                             ,24.97,70.6,step3_description
PT20129,MAGNETIC PICK-UP TOOL (8 LB) (pk12)                         ,2.02,Metabo,316073530,magnetic rail                           ,349.05,76.2,step3_description
PT20169,MAGNIFYING GLASS 4X (20169)                                 ,3.8,Metabo,1381214393,MAGNIFYING GLASS SEAT                   ,0.765,86.5,step3_description
PT60106,VALVE EXTENSION (1-1/4)                                     ,1.07,Metabo,631360000,Extension                               ,11.206,100.0,step3_description
PT60505,"VALVE TANK 1/8"" NPT                                         ",0.99,Metabo,341165320,Tank                                    ,84.76,100.0,step3_description
PT60507,STICK PAINT WHITE (MARKER)                                  ,0.74,Metabo,315421640,Push stick                              ,6.935,66.7,step3_description
PT626,LIGHT PEN 70 LM (3PC) 626                                   ,7.59,Metabo,626982000,LED light                               ,11.739,71.4,step3_description
PT720,LIGHT MOTION CABINET 7'                                     ,4.97,Metabo,626982000,LED light                               ,11.739,71.4,step3_description
PTT0001,DRILL DRIVER 2-IN-1 12V                                     ,36.83,Metabo,604120000,DB 10 Drill,65.0,62.5,step3_description
PTT0002,"WRENCH RATCHET 12V 3/8""                                     ",43.82,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
PTT0004,"WRENCH IMPACT BRUSHLESS 20V 1/2""                            ",94.68,Metabo,601549000,"DSSW 930-1/2"" Impact wrench",175.0,71.2,step3_description
S-18223,REFLECTOR WARNING TRIANGLE KIT W1498 (562.73071141) 562.9000,15.72,Metabo,316057860,REFLECTOR compl.                        ,8.01,72.0,step3_description
W10005,TANK AIR PORTABLE -5 GALLON                                 ,37.38,Metabo,341165320,Tank                                    ,84.76,100.0,step3_description
W10011,TANK AIR PORTABLE -11 GALLONS                               ,58.45,Metabo,341165320,Tank                                    ,84.76,100.0,step3_description
